PuzzleId,FEN,Moves,Rating,Themes
culkr,r7/np1bkpQ1/1b5p/pp1P4/P5q1/4rN2/1B5P/1BRK1R2 b - - 0 27,e3f3 d5d6 e7d8 g7f8 d7e8 f8e7,2388,long mate mateIn3 middlegame
23n2C,1rb1nr1k/p2p1ppB/1p2p2q/4P1N1/1bPB4/5QP1/PP3P2/R4RK1 w - - 1 18,g5f7 h8h7 f3d3 h6g6 f7g5 h7h6,2388,advantage hangingPiece long middlegame
96Gnd,r5r1/1p1n1pbk/p2p3p/2pPn3/P3PB1q/2N4P/1P1QB1PK/R3R3 w - - 5 22,f4g3 e5f3 e2f3 h4g3 h2g3 g7c3,2392,crushing discoveredAttack discoveredCheck long master middlegame sacrifice
tIHLd,1r6/2p3pk/1pP4p/1P2p1nP/3pPpPq/1Qb4N/7R/5B1K b - - 9 44,g5e4 b3b1 h4e1 b1e1 c3e1 f1d3,2392,advantage long middlegame pin
tnfcv,rnb2bnr/pppp1k2/2q4p/7Q/4Pp2/3P4/PPP3PP/RNB2R1K b - - 1 10,f7g7 c1f4 g8f6 f4e5,2395,advantage opening pin short
gyRps,8/1pkn4/2p2r2/2P5/NR6/K3Q3/P7/5q2 w - - 3 42,e3b3 f6f3 b4b7 c7c8 b3f3 f1f3,2395,crushing endgame long pin
pyWpJ,2B3k1/pp4r1/5q1p/3b4/3P4/1P2p3/P3QPPP/3R2K1 w - - 0 40,f2f3 f6f3 e2f3 d5f3 d1e1 g7g2,2396,crushing endgame long pin
rvyKH,r3r1k1/1p2bp2/2p2R1Q/1p1qP2N/3P4/P5P1/1P5P/3b2K1 b - - 0 30,e7f8 h6g5 g8h7 f6h6 f8h6 h5f6 h7h8 g5h6,2398,deflection fork mate mateIn4 middlegame sacrifice veryLong
BAwli,r7/pp4k1/2np2pr/7q/2P5/8/P5QP/4RR1K b - - 0 26,a8h8 g2b2 h5e5 b2b7 c6e7 e1e5,2398,crushing fork long middlegame pin
GaN8s,r2qr2k/1p2pQ1p/3p2p1/p2RP3/2P1n3/6PP/PP3R2/5BK1 w - - 1 26,f2f4 e4g5 f7e8 d8e8,2398,advantage middlegame short trappedPiece
4Sz0M,5rk1/1p1Q1ppp/p3p3/8/5PP1/q1r4P/2P3B1/1K1R3R w - - 0 22,d7b7 c3c4 d1d3 c4b4 d3b3 b4b7,2399,crushing fork long middlegame pin
f8WHo,8/4Np1p/5P1k/8/1pP1P3/8/1KPr4/8 b - - 0 41,d2e2 c4c5 e2e4 b2b3 h6g5 c5c6 g5f6 c6c7 f6e7 c7c8q,2400,advancedPawn crushing endgame promotion quietMove sacrifice veryLong
3gVco,4r2k/3q2p1/2p2n1p/1pP1b3/pP1P4/P6P/QB2RPP1/6K1 w - - 0 29,d4e5 d7d1 g1h2 d1e2 e5f6 e2f2 f6g7 h8h7 a2b1 h7g8,2400,crushing endgame fork veryLong
ci25a,2k2r2/ppp2pp1/5r1p/5N2/3p2Q1/P2P3P/bq3PP1/4RRK1 b - - 3 24,b2a3 f5e7 c8b8 g4g7 f8d8 g7f6,2401,advantage discoveredCheck doubleCheck fork long middlegame
nNPzf,3R2k1/pp2rp2/2p3p1/5pN1/5P1p/1Q2P2P/6PK/4q3 b - - 11 33,g8g7 b3b2 f7f6 g5e6 g7h6 d8h8 e7h7 h8h7 h6h7 b2b7 h7h6 b7g7 h6h5 g7h8,2402,attraction endgame mate mateIn5 veryLong
TIbve,8/8/8/1p1K4/3R4/2k2P2/8/4r3 w - - 20 61,f3f4 e1e8 d4d1 e8d8 d5c6 d8d1,2402,crushing endgame long quietMove rookEndgame skewer
oWwu2,5rk1/6bR/3Q2p1/3Pp3/N4p2/P7/1P2qP2/K1r4R w - - 1 27,a1a2 e2c4 b2b3 c4c2 a4b2 c2b1,2403,fork long mate mateIn3 middlegame
h0kLh,q6r/pb1kbRpp/1p1p4/6N1/8/8/PP2B1PP/2R3K1 b - - 2 21,h8f8 e2b5 b7c6 b5c6 a8c6 f7e7 d7e7 c1c6,2404,advantage fork master middlegame pin veryLong
gJhKB,3r2rk/2q2p1p/bb2P1nB/p2n1N2/Ppp5/1B3N2/1P3PP1/2RQR1K1 b - - 0 27,d5e7 f3g5 e7f5 g5f7 c7f7 e6f7,2404,advancedPawn advantage fork long middlegame sacrifice
ZmBkK,8/1p2rpk1/8/P5Qp/7P/1P2n1p1/5qP1/2R3NK b - - 2 38,g7f8 c1c8 e7e8 g5h6 f8e7 c8c7 e7d8 h6d6,2405,endgame mate mateIn4 veryLong
QyqyV,r4rk1/ppp2pp1/5q1p/4n3/8/PBPP3b/2PBQPP1/R4RK1 w - - 0 17,g2h3 e5f3 g1g2 f6g6 g2f3 g6h5 f3g2 h5e2,2406,advantage deflection kingsideAttack middlegame sacrifice skewer veryLong
UBDCQ,rn2kb1r/1b1n1ppp/p3p3/1B2q1BQ/3N4/2N5/PPP3PP/2KR3R b kq - 0 13,a6b5 d4e6 e5e6 h1e1,2408,crushing master middlegame pin sacrifice short
W5suM,r5r1/p1k5/2q1p3/2B3Q1/2PP2nP/8/P6P/1R2R1K1 w - - 1 38,g5f4 g4e5 g1f2 c6g2 f2e3 g2h3 e3e4 g8g4 e4e5 g4f4,2410,crushing discoveredAttack discoveredCheck middlegame pin veryLong
iym0D,7r/pp2k1p1/1qpb2Bp/4n3/4QB1P/2P5/PP3rP1/2K1R2R w - - 2 21,b2b3 f2a2 f4e5 d6a3 c1d1 b6b3,2411,advantage exposedKing long middlegame queensideAttack sacrifice
pSIm7,r2q2k1/pb1n2pp/1p1Bp1r1/P1p2p2/2PP4/1QP1PN2/3nBPPP/1R3RK1 w - - 1 16,f3d2 g6g2 g1h1 g2h2 h1h2 d8h4 h2g1 h4h1,2411,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn4 middlegame sacrifice veryLong
zSGFp,2rr3k/5p1b/5N1Q/p3p2P/P7/q1PP2R1/8/2K3R1 w - - 7 34,c1d2 a3c3 d2e2 c3b2 e2f3 d8d3,2414,crushing deflection long middlegame
hWEEy,5rk1/p2R2pp/2Q1p2b/4Pq2/8/1P4p1/P1P2P1P/4R1K1 w - - 0 26,f2f4 f5f4 c6g2 f4f2 g2f2 g3f2,2414,advancedPawn crushing endgame fork long
YYPGZ,4nk1r/1p6/8/5Q1P/8/1P6/KP6/3B3q b - - 2 33,f8g8 d1f3 h1g1 f3d5 g8g7 f5e5 g7f8 e5h8,2415,crushing deflection endgame exposedKing skewer veryLong
aDIB7,r4k2/p2nr1pp/1p6/2p1P3/P1QPNq2/6Nb/1P2K2P/R6R b - - 1 22,c5d4 a1f1 h3g4 e2e1,2415,advantage defensiveMove middlegame pin short
bQmCo,r4rk1/1RR2pp1/4pn1p/8/8/p3Q2P/B4PPK/3q4 b - - 1 26,f6d5 c7f7 f8f7 e3e6,2416,advantage capturingDefender middlegame pin sacrifice short
PUP6A,r7/3r4/p7/3NR1Pp/k5bP/3p4/1P6/2R3K1 b - - 3 45,d3d2 e5e4 a4b5 e4b4 b5a5 c1c5,2417,endgame long master mate mateIn3
M4XYy,r7/p7/2p1B1p1/4pPk1/5b2/3R3Q/2q3P1/4K3 b - - 6 36,a8b8 d3g3 f4g3 h3g3 g5f6 g3g6 f6e7 f5f6 e7e6 g6c2,2419,advantage endgame sacrifice veryLong
PX164,r6r/1b1pk1p1/1q1Np3/5p2/4PBp1/3Q2P1/PP3b1P/2R1R2K w - - 2 20,d6b7 h8h2 h1h2 f2g1 e1g1 b6f2 g1g2 a8h8 f4h6 h8h6,2419,attraction clearance kingsideAttack master mate mateIn5 middlegame sacrifice veryLong
QUESv,2r5/k1p4p/1P5p/pR6/P4Qr1/7q/5P1P/5R1K b - - 0 30,c7b6 f4f7 a7a6 b5b6 a6b6 f7e6 b6a7 e6d7,2424,attraction crushing endgame fork sacrifice veryLong
u39FB,8/nk1q2bp/2p5/1r3pp1/Q2P1pb1/2B5/6PP/R3R1K1 b - - 3 38,b7b8 a4a7 d7a7 e1e8 b8b7 e8e7,2424,crushing exposedKing long middlegame queensideAttack sacrifice
r7X02,3r2k1/1q3pp1/2R3P1/3pNQ2/p2Pn3/P3P3/5PK1/1r6 b - - 0 28,f7f6 f5e6 g8f8 c6c8 d8c8 e5d7 b7d7 e6d7,2427,crushing middlegame sacrifice veryLong
63lhU,7r/ppk5/3p1p2/1Q2bq2/8/2B2NpN/PPr3P1/R3R1K1 w - - 10 27,f3e5 f5f2 h3f2 g3f2 g1f1 h8h1,2428,advancedPawn fork long mate mateIn3 middlegame sacrifice
9VE78,1k3r2/ppp5/3p4/3N4/2PnP1R1/Q4p2/PP3K1r/R7 w - - 2 32,f2g3 d4e2 g3h2 f8h8 g4h4 h8h4,2430,exposedKing long mate mateIn3 middlegame sacrifice
xxtCm,5r2/pp4qk/3pQ3/2pPn2n/2P1N1p1/5p2/PP3RPP/5RK1 w - - 0 27,e4d6 h5f4 d6f5 f4e6 f5g7 e6g7,2430,advantage long middlegame trappedPiece
tC6DZ,3r1rk1/pp3pp1/1qn2b1p/3B1b2/1P3B2/PQ3N2/5PPP/3R1RK1 b - - 4 17,c6d4 f3d4 f6d4 b3c4 d4b2 f4c7 d8c8 c7b6,2433,advantage fork middlegame veryLong
zl4hT,r1bqn2r/pppp3k/2n3pp/2b1PP2/3p4/3Q3N/PPP3PP/RNB2R1K b - - 0 13,h8g8 h3g5 h6g5 d3h3 h7g7 f5f6 e8f6 e5f6 d8f6 f1f6,2433,advantage clearance opening sacrifice veryLong
nMVPW,5k2/p4p2/2N1p1pp/3p4/P2PnPK1/4r2P/6P1/5Q2 w - - 0 35,c6e5 f7f5 g4h4 g6g5 f4g5 h6g5 h4h5 e4g3 h5g5 g3f1,2435,advantage endgame fork veryLong
ck8Ui,r1b3k1/pp4qn/2pn2pp/3pP3/3Q2P1/1PN3rN/P1P1B3/2K2R1R b - - 3 22,c8d7 c3d5 c6d5 d4d5 d6f7 d5d7,2438,advantage exposedKing fork interference long middlegame
ebXXq,r1b2r2/1pp2pkp/p2p4/3P4/4q3/7P/PPPQN3/2K3R1 b - - 1 21,g7h8 d2h6 c8g4 h6f6 h8g8 g1g4 e4g4 h3g4,2439,crushing fork middlegame veryLong
aobTw,8/5b1k/pR4p1/2Q3Pp/P7/4B1bP/1KP1P3/5q2 w - - 1 35,c5f8 g3e5 c2c3 f1e2 b2a3 e2a2 a3b4 a2b3 b4a5 e5c3 b6b4 c3b4 f8b4 b3e3,2440,crushing deflection endgame fork veryLong
Ft31h,r6k/pp3r2/5p1p/8/3pNq2/P7/1PQ3P1/2KR3R w - - 2 23,e4d2 f7c7 h1h6 h8g8 c2c7 f4c7,2440,advantage defensiveMove long middlegame pin
2oIqL,r1bqr1k1/ppp2pp1/7p/2bP4/2P1n3/2Q2N1P/PPP2PP1/RNB2RK1 w - - 2 14,c3b3 e4f2 f1f2 e8e2,2441,crushing opening pin sacrifice short
jYY0A,5rk1/4p1b1/6p1/1p2pPP1/nq1pP3/1P1B1Q2/P1P5/1K1R3R w - - 2 33,d1f1 a4c3 b1c1 c3a2 c1d1 a2c3,2441,crushing deflection long middlegame queensideAttack
mPZap,r1bqr1k1/pp3pp1/1bp2n1p/8/2B1PN2/2N5/PPP3PP/R2Q1R1K b - - 0 14,f6e4 c4f7 g8f7 f4e6 f7g8 e6d8,2442,advantage discoveredAttack discoveredCheck kingsideAttack long opening sacrifice
Yck9G,r2qkb1r/pb1p1ppp/1p2p3/1B6/3P2n1/1P3N2/PBPN1PKP/R2Q1R2 w kq - 1 13,a1b1 d8g5 b5d7 e8d7,2442,advantage middlegame pin short
Q1t3g,2r2rk1/pp3p1p/6p1/3p2B1/6b1/P1P5/B1PKN2P/R7 w - - 0 24,a2d5 g4e2 d2e2 f8e8 e2d3 e8e5 d5b7 c8c7,2443,advantage attraction fork middlegame veryLong
Ce59I,5r2/4kpQ1/4p1B1/qp1p4/p2P4/P3RP1P/1n4P1/6K1 b - - 0 32,a5d2 e3e6 e7e6 g7e5 e6d7 e5d5 d7c7 d5c5,2445,attraction crushing deflection endgame pin sacrifice veryLong
yOgFa,6k1/p5bQ/2p1bpp1/4pP2/2p1P3/5KB1/2q3P1/3r3R b - - 1 35,g8f7 f5e6 f7e6 h7g8 e6d7 g8g7,2445,advantage attraction fork long middlegame
A4uXl,8/RP6/5k2/6pK/2P5/6r1/7p/8 w - - 0 43,a7a1 g3g1 a1g1 h2g1q b7b8q g1d1 h5h6 d1h1 b8h2 h1h2,2446,advancedPawn endgame mate mateIn5 promotion rookEndgame veryLong
MCKdv,r4r2/pp3p2/4bB1k/4P1R1/6pP/8/P7/2R4K b - h3 0 26,g4h3 c1g1 e6d5 h1h2 d5g2 g5g4 f8g8 g4h4 h6g6 h4h3,2447,advantage defensiveMove endgame exposedKing pin quietMove veryLong
tD965,k3rb1r/Pppq2p1/2n3n1/4p3/2pp1p2/6P1/2PBPPBP/RQ3RK1 b - - 2 21,f4g3 b1b7 a8b7 a7a8q e8a8 f1b1 f8b4 b1b4 b7c8 a1a8 c6b8 b4b8,2447,advancedPawn attraction deflection mate mateIn5 opening pin promotion queensideAttack sacrifice veryLong
uKsYY,4r1k1/5p2/1q4pB/p2n1R2/Pp2B3/1P6/6PP/4Q2K b - - 0 29,g6f5 e1g3 b6g6 e4d5 g8h7 h6f4,2448,advantage defensiveMove endgame long pin
1WKng,5k2/6pp/2pb4/p2p3q/7P/2P2rP1/PP2QP2/4R1K1 b - - 0 33,d6g3 e2e7 f8g8 e7e6 h5f7 e6c8 f7f8 e1e8,2449,advantage clearance endgame pin veryLong
DShHP,r3kb1r/p1qb1ppp/2p2n2/4N3/2Q1P3/2N5/PPP2PPP/2KR3R b kq - 4 12,d7e6 c3b5 c7e5 c4c6,2449,advantage middlegame sacrifice short
5Uww6,4n3/8/6K1/4B3/p5P1/1k6/8/8 b - - 3 48,a4a3 g6f7 b3c4 f7e8 c4d5 e5f6,2450,crushing defensiveMove endgame long trappedPiece
3PsnQ,6k1/5pbp/p5p1/8/Q2pR2P/3P1N2/1Pr2PPK/2q5 b - - 0 30,c2b2 e4e8 g7f8 a4a3 c1c7 h2h1,2453,crushing defensiveMove endgame long pin
iiP1R,2kr3r/bppb2p1/2n2n1p/1B2p2q/4Pp2/P2Q1N1P/1BP1NPP1/3R1RK1 w - - 1 20,d3c4 d7h3 b5c6 h5g4,2454,crushing middlegame pin sacrifice short
bDzHy,1r3r2/1pqbp1k1/p2p2pp/2p5/P1B1P2Q/1P2PN2/2n3PP/R4RK1 b - - 1 18,c2a1 h4e7 g7h8 f3h4 f8f1 g1f1 b8g8 e7f6 h8h7 c4g8,2456,advantage fork middlegame veryLong
W3COZ,3rr1k1/4bppp/p7/qp3P2/2pnN1PP/P2BQP2/1PP5/1K1R3R w - - 0 25,d3f1 d4c2 d1d8 e8d8 b1c2 a5a4 c2b1 d8d1,2457,crushing middlegame queensideAttack sacrifice veryLong
SU8DF,5qk1/5p2/1p2pBp1/4P1Pp/r1P1Q3/7R/n4P1P/6K1 w - - 0 33,h3h5 g6h5 e4e2 f8b4,2460,advantage endgame hangingPiece short
t6ghO,4k3/6rp/4p3/2Bb3R/pP1Pr3/2K5/7P/R7 w - - 0 47,a1a4 e4e3 c3d2 e3b3 h5d5 g7g2,2460,crushing endgame long sacrifice
RnBxp,r7/pp3ppk/2p5/5QP1/2P2n2/5P2/q7/4RK2 b - - 1 32,g7g6 f5f7 h7h8 f7f4 h8g8 e1e7,2461,crushing endgame fork long
DjR0w,r2q1rk1/pp1b1pp1/3Pp2p/4P1bP/8/3Q1N2/P4PP1/R1B1K2R w KQ - 1 18,f3g5 d8a5 c1d2 a5e5 d3e4 e5a1 e1e2 f7f5,2464,advantage fork middlegame veryLong
rOVGM,8/2R5/8/8/2p5/2kp1P2/5PKP/1r3N2 w - - 0 53,c7d7 b1f1 g2f1 c3d2 f1g2 c4c3,2468,crushing endgame long sacrifice
3gW5r,8/3R3p/1p4p1/2b3Pk/3p1P2/p1rB3P/1n1RK3/8 b - - 0 47,h5h4 e2f3 h7h5 g5h6 b2d3 h6h7,2468,advancedPawn crushing enPassant endgame long sacrifice
V83aI,r7/3qk3/P1p2R2/Q1P4N/1p1PP2p/4n2b/8/R5K1 w - - 0 35,a5b6 a8g8 g1f2 e3g4 f2e2 g4f6,2469,crushing exposedKing fork long middlegame
EzGfU,1k5r/N1r1n3/Qp3p2/4q1p1/R3P1p1/P6P/1P3P2/5RK1 b - - 0 30,h8h3 a6b6 c7b7 b6d8 e7c8 d8c8,2470,exposedKing long mate mateIn3 middlegame queensideAttack
LBlPi,8/1Rp4k/3b2Rp/2p4P/5p2/P4P2/KP2n3/3q4 b - - 4 44,e2d4 g6d6 h7h8 d6d7 d1g1 b7b8 g1g8 b8g8,2473,crushing endgame pin veryLong
JEZKB,2r2rk1/1p3pp1/p1n4p/8/2BP4/q1P2P2/2QK1P1P/3R2R1 b - - 7 19,b7b5 c2g6 a3b2 d2e3 f8e8 e3f4,2473,crushing defensiveMove long middlegame pin
SoUc3,q4bk1/5p2/4p1p1/1QPpP2p/P2B1P1P/6P1/1R4K1/3r4 w - - 3 41,c5c6 d1d4 b2c2 d4b4,2473,crushing endgame hangingPiece master short
4kiNt,8/4K3/1R1P4/2k5/8/8/8/5r2 w - - 8 65,e7d8 c5b6 d6d7 b6b7 d8e8 f1e1,2476,crushing endgame hangingPiece long master rookEndgame
6EZSG,2rq1rk1/pb2b1pp/1p2p3/2ppB3/3P2p1/2PBP3/PPQN1P1P/R3K3 b Q - 1 15,h7h6 d3h7 g8h8 e5g7 h8g7 c2g6 g7h8 h7g8,2477,advantage attraction kingsideAttack middlegame sacrifice veryLong
XPnGW,r7/2qbkpR1/p3p3/3p1P2/1p1Nn2r/5Q2/PPP1N3/3K1B2 b - - 0 23,c7e5 f5e6 e5g7 d4f5 e7e6 f5g7,2477,advantage fork long middlegame sacrifice
YBiQ4,7k/p2n1R2/1p1q3p/3p3Q/3P4/2Pbp2P/PP3R2/2K2Nr1 w - - 0 34,f2f6 d7f6 h5h6 h8g8 f7g7 g1g7,2482,crushing long middlegame pin
xkJqN,6rk/7p/p1R5/Pp2P3/1P2nP2/8/3rN2P/4R2K w - - 7 40,h2h3 e4f2 h1h2 f2d3 c6d6 d3e1 d6d2 e1f3 h2h1 f3d2,2489,crushing endgame exposedKing fork pin veryLong
OrJLA,8/4kp2/2K1p1p1/4P2p/4PP2/6P1/8/8 b - - 5 42,f7f6 e5f6 e7f6 c6d6 g6g5 e4e5 f6g7 f4g5,2490,crushing deflection endgame pawnEndgame veryLong zugzwang
eLOdJ,4r3/2p2Qpk/7p/3pP3/1P1P2Pq/r5bP/3B2K1/2R2R2 w - - 1 31,f7e8 g3e1 c1c3 a3c3 d2c3 h4g3 g2h1 g3h3,2491,crushing deflection fork middlegame veryLong
4ievF,8/1p4b1/p2q3k/3p2p1/4nnPp/P3QN1P/1P6/3BB2K b - - 9 41,f4h3 f3h4 h3f2 e1f2 e4f2 h1g2,2492,advantage long middlegame pin
vX2Ps,r1b2rk1/2p1bpp1/pp2p2p/4R3/3q1P2/P2B4/1PQ1N1PP/5R1K b - - 7 23,d4d6 f1d1 c8b7 d3h7 g8h8 d1d6,2495,advantage discoveredAttack long middlegame quietMove
Y6vtE,6Q1/2q1kpb1/2p1p2R/3pP3/5P2/1N4r1/rPP5/2K1R3 w - - 0 26,h6h7 a2a1 b3a1 c7a5 h7h1 a5a1,2500,crushing fork long middlegame sacrifice
uuapi,Rnk1r2r/1pp2ppp/3b4/3N4/8/1P2P1qP/1P2Q1P1/2R2K2 b - - 8 26,g3h2 e2g4 e8e6 d5b6 c8d8 a8b8 d8e7 b6d5 e7d7 g4a4,2502,crushing deflection middlegame pin queensideAttack veryLong
SdLaO,5Q2/p6k/1p2p1B1/6Pp/2r2P1P/2r5/Pq3PK1/8 b - - 0 39,h7g6 f4f5 e6f5 f8g8,2503,endgame mate mateIn2 short
JRP6q,Q7/p1p2rkp/6p1/4q3/1P5N/P3P1Pb/2P5/R1B1R1K1 w - - 1 23,a1b1 e5g3 h4g2 f7f2 c1b2 g7h6 a8f8 f2f8,2504,crushing fork middlegame veryLong
UhQf9,r2qk3/pp2nn2/3p2p1/3P4/2P2Q2/2PB1P2/P4P2/2K4R b q - 0 20,e8f8 h1h8 e7g8 d3g6 d8e7 h8h7 g8f6 h7f7 e7f7 g6f7,2504,crushing deflection exposedKing fork middlegame pin veryLong
LaPSw,1n2r3/p1p3kp/6p1/2b5/2bq4/2Q2B2/PP1P1RPP/RNB3K1 w - - 2 18,c3d4 c5d4 g2g4 e8e1 g1g2 e1c1,2505,advantage fork long middlegame pin
XnP9g,r1b2R2/p5pk/1pp2nqp/8/2PP4/1N6/PP2QPPP/4R1K1 w - - 5 23,e2e7 c8h3 g2g3 a8f8 e7f8 g6d3 b3d2 d3d2,2507,advantage discoveredAttack middlegame pin veryLong
yTvsm,3r1qk1/1b3p1p/p4PpQ/1p2p3/4P3/P1P3NP/1r6/3R1R1K b - - 3 30,f8h6 d1d8 h6f8 f1d1 b7c6 g3f5,2509,advantage defensiveMove hangingPiece long middlegame pin quietMove
zmP4f,5Bk1/p1pQ2pp/1p4r1/4q3/4p2P/8/PP3Pn1/3R1RK1 w - - 0 26,d7d5 e5d5 d1d5 g2f4 d5g5 f4h3 g1h2 h3g5,2509,advantage discoveredAttack discoveredCheck fork middlegame veryLong
DTt2b,r2q1rk1/6b1/p1n5/1p1p1pP1/2n5/2N3B1/PPQ1B1P1/R3K2R b KQ - 0 21,d5d4 c3b5 a6b5 e2c4 b5c4 c2c4 f8f7 g5g6,2509,crushing exposedKing fork middlegame veryLong
qLXTB,2rq1r1k/1p3p1B/3pbb2/8/4P2P/1P6/PP2Q3/1K1R2R1 b - - 0 29,d8a5 h7f5 e6f5 e2h5 f5h7 h5a5 h7e4 b1a1,2511,advantage exposedKing middlegame sacrifice veryLong
7uHg2,8/7p/3rk3/PP6/2P5/5P2/3N1K1P/8 w - - 0 46,c4c5 d6d2 f2e3 d2a2,2512,advantage endgame hangingPiece short
2kWMT,8/1b5k/6pp/p7/1pP1nP2/1P2QRP1/P7/3RK2q w - - 2 45,e1e2 e4c3 e3c3 h1h2 f3f2 h2h5 c3f3 b7f3,2513,endgame equality exposedKing fork sacrifice veryLong
avUgq,3r2k1/4qpp1/pR6/2PQ3p/1P4P1/3P3P/4rPK1/R7 w - - 1 38,d5h5 e2e5 h5e5 e7e5,2513,advantage endgame short trappedPiece
VJYpk,r3r1k1/2q1bppp/1pp1b1n1/p1p1P1BQ/P3N3/2NP3P/1PP3P1/4RRK1 b - - 3 20,e7f8 e4f6 g7f6 c3e4 c7e5 e4f6,2515,crushing kingsideAttack long master middlegame sacrifice
RXoLT,8/6k1/1q4p1/4p1Q1/P5P1/3PK3/8/8 w - - 1 50,e3e4 b6c6 e4e5 c6c5 e5f4 c5c1 f4e4 c1g5,2516,crushing deflection endgame queenEndgame skewer veryLong
qRtHX,r5k1/4q1P1/2pp4/4r2p/1pb1P3/4QR2/1PP5/2KN2R1 b - - 0 31,e5e4 f3f8 a8f8 e3h6,2517,advantage middlegame sacrifice short
muf7Y,4N1Q1/pp3p2/2p3qp/2n3k1/3N2p1/6P1/PP3P1P/6K1 w - - 7 32,d4f3 g4f3 h2h4 g5g4 g8g6 f7g6,2519,advantage endgame hangingPiece long
au1su,r4rk1/1p3pnp/pq4pQ/3B4/PP6/2P4P/5PP1/R3R1K1 w - - 4 28,e1e7 b6d6 d5f7 f8f7 e7f7 g8f7,2520,advantage fork long middlegame
glcAS,rnbq1r1k/ppp1n1p1/1b5B/3p4/2BPN3/5N1P/PP1Q1PP1/R4RK1 b - - 0 13,d5e4 d2g5 e7f5 h6g7 h8h7 g7f8 d8g5 f3g5,2523,advantage fork middlegame veryLong
gJfR6,8/p7/1p3kp1/1P1p3p/P2P1K2/5PP1/8/8 w - - 0 35,f4e3 f6g5 f3f4 g5g4 e3f2 h5h4 g3h4 g4f4,2525,crushing defensiveMove deflection endgame pawnEndgame veryLong zugzwang
6hJox,r1bq1rk1/pp1nb1pp/2n1pp2/3pP1N1/3P3P/P1NB4/1P3PP1/R1BQK2R b KQ - 1 11,f6g5 d3h7 g8h7 h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,2525,attraction discoveredAttack discoveredCheck intermezzo kingsideAttack mate mateIn5 opening sacrifice veryLong
9M2bP,4k2r/3pqR1p/7p/1pb4Q/4P3/1B6/1Pp3PP/7K b k - 0 20,e7g5 f7f8 e8e7 h5e8 e7d6 e8b8,2527,crushing discoveredCheck doubleCheck endgame long
nRDto,r1b1k2r/pp1p1ppp/4p3/8/1PP3n1/P7/1Q1KPqPP/R1B2BNR b kq - 6 13,f2f1 g1f3 f1h1 b2g7,2528,advantage middlegame quietMove sacrifice short
7mU4s,r3k2r/ppp2pp1/2pb1q2/4p2p/4P1b1/3PNN2/PPP2P1K/R1BQ2R1 w kq - 8 16,h2g3 g4f3 d1f3 h5h4 g3g4 f6g6 g4h3 g6g1,2531,advantage exposedKing middlegame skewer veryLong
qIhXu,6k1/5p2/4nQp1/1p5p/pP2qp2/5N1P/2rr2P1/4RR1K b - - 5 35,e4b4 e1e6 f7e6 f3g5 b4f8 f6g6,2533,crushing long master middlegame sacrifice
HeWxp,r4rk1/3p2pp/p3p3/1pp1n3/4P3/4q3/PPP1B1PP/R2QR2K b - - 0 18,e3e4 e2f3 e4f4 f3a8 e5g4 g2g3 g4f2 h1g2 f4b8 d1f3,2534,advantage middlegame skewer veryLong
xZc77,2k2r2/1qp2ppp/p3rn2/3PNQ2/4P2P/1P4P1/5PK1/2R5 b - - 0 32,b7b3 e5f7 f8f7 f5e6 f7d7 c1c7 c8c7 d5d6 c7c6 e6b3,2535,advantage attraction capturingDefender discoveredAttack fork middlegame pin veryLong
uyS6l,5rk1/1pp3bp/7q/p1pPpr2/2P1Qn1P/5PB1/P5B1/3R1RK1 b - - 1 26,g7f6 e4f5 f4e2 g1h2 e2g3 f5g4 g8h8 g4g3,2537,advantage fork hangingPiece master middlegame veryLong
oP9WG,6kr/3qn3/3N1P1p/6pP/4R1P1/1p6/8/2RK4 b - - 2 45,g8f8 f6e7 f8g7 e7e8n h8e8 c1c7 e8d8 c7d7,2539,advancedPawn crushing endgame exposedKing pin promotion underPromotion veryLong
N6YiV,5r1r/pb1nq1k1/1p1bpp2/2p3pp/3PpP2/2PBP2Q/PP3NPP/2B1RRK1 w - - 0 20,d3e4 f6f5 e4b7 g5g4 f2g4 h5g4 h3g3 d7f6,2539,advantage defensiveMove middlegame sacrifice veryLong
nMgpT,b4r1k/p3r2p/6p1/1NPp4/6RQ/2P1qP2/P3p1PP/4R1K1 w - - 1 32,g1h1 f8f3 g2f3 e3f3 h1g1 e7f7 g4f4 f7f4 h4f4 f3f4,2541,advantage kingsideAttack middlegame quietMove sacrifice veryLong
o2aDh,rn2kb1r/pp2ppp1/5n2/2p1Nb1p/4q3/1QP5/PP1PBPPP/RNB2RK1 w kq - 4 9,e5f7 e4e2 f7h8 f5d3,2542,advantage opening sacrifice short
zbHKn,3r1r1k/p6p/6p1/1B2b3/6QP/1P3P1K/6P1/8 w - - 0 30,h4h5 d8d1 g2g3 d1g1 h5g6 g1g3 g4g3 e5g3,2545,advantage endgame exposedKing fork quietMove veryLong
JxjkG,2r2rk1/p2bpp1p/1q1p2p1/1p5P/2PRP3/2N2P2/PP1Q2PR/2K5 b - - 2 18,e7e5 d2h6 b6d4 h5g6,2548,crushing middlegame sacrifice short
C8zZw,4R3/3r4/b2P1p2/4kP2/4P3/5K2/8/8 b - - 4 48,e5d6 e8e6 d6c7 e6a6 d7d6 a6a7,2551,crushing endgame long skewer
