PuzzleId,FEN,Moves,Rating,Themes
5bwz6,1kq4r/Bb1rbpp1/2n1pn1p/1N1p3P/4P1P1/3R1P2/PPP2Q2/1K3B1R b - - 1 19,c6a7 f2a7,786,mate mateIn1 middlegame oneMove queensideAttack
5SEl1,3r3k/7p/6p1/p1BB2P1/1pK5/8/Pb6/8 b - - 0 35,b2c1 c5d4,787,doubleBishopMate endgame master mate mateIn1 oneMove
UGvHM,r2qrbk1/pb1n1ppp/4p2n/1pp1P1N1/2N5/2P3PP/PPQ2PB1/R1B1R1K1 b - - 1 16,b7g2 c2h7,787,kingsideAttack mate mateIn1 oneMove opening
Z3T2P,8/8/5p2/5kpR/8/6PK/4r2P/8 w - - 0 50,h5h6 g5g4 h3h4 e2h2,789,deflection endgame mate mateIn2 rookEndgame short
UAtWd,3rr2k/p1p4p/1p1q1Bp1/5p1P/2BP3Q/2P5/PP6/2KR3b b - - 1 24,d6f6 h4f6,792,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove
bOzyj,k3r2r/p5p1/1qp2pp1/2Qp1n2/3B1b1P/1R6/PPP2P2/1K2R3 w - - 0 30,b3b6 e8e1,792,backRankMate hangingPiece mate mateIn1 middlegame oneMove
nac6z,4r1k1/1b3ppp/pR6/P5Q1/2P5/3P1P2/2q3PP/1R2r1K1 w - - 2 24,b1e1 e8e1,794,endgame mate mateIn1 oneMove
WlkvE,8/6R1/6p1/1k1p4/8/1r5P/1r4P1/6RK b - - 1 48,b3g3 g7b7 b5c6 b7b2,795,advantage endgame rookEndgame short skewer
x3iyU,8/6P1/8/7N/6r1/5k2/7K/8 b - - 3 73,f3e4 h5f6 e4d3 f6g4,797,crushing endgame fork master short
KlYo6,1Q6/7p/6q1/6p1/p5Pk/7P/5P1K/8 b - - 2 47,g6d3 b8g3 d3g3 f2g3,799,endgame mate mateIn2 queenEndgame short
uvnwK,1B2R3/1b1r2bk/5p1p/3q2p1/3P2P1/p1P4P/5P1Q/4R1K1 w - - 2 40,h2g3 d5h1,802,mate mateIn1 middlegame oneMove
ZKeI8,6r1/8/R6p/5pk1/8/2n2P1N/3r3P/5K2 b - - 6 30,g5h4 a6h6,803,endgame mate mateIn1 oneMove
gNMuo,5k2/pp3p1p/1b4p1/1P1P4/2n3P1/1R6/5PK1/4R3 w - - 1 38,g2f3 c4d2 f3g2 d2b3,803,advantage endgame fork short
FFcTj,2k5/1pp5/p5p1/3r4/5PK1/2Pn2N1/PP6/7R w - - 10 34,b2b3 d3f2 g4f3 f2h1,805,advantage endgame fork master short
QoPlD,4r1k1/1p3ppp/p1n5/8/2Brp1bP/BP2b3/P1P5/1K3RNR b - - 1 22,b7b5 c4f7 g8h8 f7e8,806,crushing fork middlegame short
PWWcq,r4rk1/1p1b1pqp/p1n1pN1p/8/8/3Q4/PP3PPP/1BR1R1K1 b - - 2 18,g7f6 d3h7,806,kingsideAttack mate mateIn1 middlegame oneMove
8SmNB,1br2rk1/1p4pp/p2qpn2/3p4/3n4/P1N1B3/1PP2PPP/R2QRBK1 w - - 3 18,e3d4 d6h2,806,kingsideAttack mate mateIn1 oneMove opening
HYQm7,3r1rk1/p1p3pp/2p5/2b5/4p3/2P5/PP4PP/RNB1RK2 w - - 0 16,f1e2 f8f2,806,mate mateIn1 middlegame oneMove operaMate
6ygPu,r1bq1rk1/1pp2p2/pb2pP1p/6p1/1P5B/P1NP1Q1P/5PP1/R4RK1 b - - 0 15,g5h4 f3g4 g8h8 g4g7,807,kingsideAttack mate mateIn2 middlegame short
CWMcm,1kr3r1/p5pp/2B5/1p3p2/1N1n4/6P1/PP1N2Kn/2R5 b - - 1 31,h2g4 b4a6,808,mate mateIn1 middlegame oneMove
aUhSR,5rk1/1pp4p/1p1p2nB/5q2/1P1Q4/2P5/r4P1P/6RK b - - 1 27,f8a8 d4g7,808,mate mateIn1 middlegame oneMove
gWmdC,5r1k/1p4p1/p2pQp1p/1q1Pb3/N3P3/P7/6PP/2R2R1K w - - 8 32,c1c8 b5f1,808,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
KMJ0q,r1b1r1k1/ppb2pp1/2pp2np/P2Pp1q1/1PB1Pn2/2P1B2P/2QN1PPN/3R1RK1 w - - 3 18,d2f3 g5g2,808,kingsideAttack mate mateIn1 middlegame oneMove
6M6dP,3rr1k1/pQ5p/2n1qppB/3R4/8/2P3P1/P4P1P/3R2K1 b - - 0 22,d8d5 b7g7,809,mate mateIn1 middlegame oneMove
eAplM,8/6R1/1P2k2p/pr1pP1p1/6P1/6KP/1P6/8 b - - 0 43,b5b6 g7g6 e6e5 g6b6,809,crushing endgame rookEndgame short skewer
pvMzE,5r2/p5pk/1p1RQ1P1/4P1p1/4qp2/P7/5PP1/6K1 b - - 0 30,h7h6 e6h3,809,endgame master mate mateIn1 oneMove
0ksZ0,r1bR2k1/1p3p2/2p1r1q1/4P2Q/7p/p1P5/P4PPP/4R1K1 b - - 2 26,g8g7 h5h8,810,master mate mateIn1 middlegame oneMove
dNf63,r5k1/1p5p/1pb1p1p1/4P3/2p5/4Q2R/PPq3PP/5RK1 w - - 0 25,e3h6 c2g2,810,endgame mate mateIn1 oneMove
DKM2O,8/1k4p1/1p1q1pp1/2b5/2P3P1/P4Q1P/3B4/1K6 b - - 3 40,b7a6 f3a8,810,endgame mate mateIn1 oneMove
H5EWl,1b3r1k/6p1/p6p/5N2/2P1Q3/7P/P4qP1/3R3K w - - 1 36,f5e7 f2f1 d1f1 f8f1,810,endgame mate mateIn2 pillsburysMate sacrifice short
ZBvgN,r1bq1k1r/ppp3p1/1bnp1nBp/4ppB1/1P2P3/1QPP1N2/P4PPP/RN2K2R b KQ - 3 10,h6g5 b3f7,811,mate mateIn1 middlegame oneMove
BIq0t,r1b2r1k/p3RQpp/p1N5/1q6/3P4/2P5/P4PPP/R5K1 b - - 0 19,f8f7 e7e8 f7f8 e8f8,811,backRankMate mate mateIn2 middlegame short
2dn2t,4r1Qk/p5pp/5n1N/8/3P4/4P3/Pq3PPP/5RK1 b - - 7 29,f6g8 h6f7,811,endgame mate mateIn1 oneMove smotheredMate
A4ykr,1r4k1/p4ppp/3bp3/q5N1/Pp1P4/1P1Q4/5PPP/2B3K1 b - - 0 22,b8c8 d3h7 g8f8 h7h8 f8e7 h8c8,811,advantage endgame kingsideAttack long skewer
0YNhm,2kr3r/ppq2pp1/2p1p3/4b3/6n1/3P1N2/PPPB1PBp/R2QR2K w - - 4 20,f3e5 g4f2,812,kingsideAttack mate mateIn1 middlegame oneMove
Aa3Ng,8/5b2/1pk5/p3K3/4N1p1/P5P1/1P6/8 b - - 3 52,c6b5 e4d6 b5a4 d6f7,812,crushing endgame fork master masterVsMaster short
zwh4F,8/8/2b5/2P1p3/4p1N1/8/3K1k2/8 b - - 1 84,f2f3 g4e5 f3f4 e5c6,812,crushing endgame fork short
J4no4,8/5p2/7p/p4N1R/P3p1P1/1P1nPk1P/6r1/6K1 w - - 11 54,g1h1 d3f2,814,endgame mate mateIn1 oneMove
LKN2L,rnb1qrk1/2bp2pp/2N5/1p3p2/1PNQn3/P5P1/1B2PPBP/R4RK1 b - - 0 17,d7c6 d4g7,818,kingsideAttack mate mateIn1 middlegame oneMove
BNRg0,5rk1/6pp/4pqp1/3p4/1P6/r3P3/Q4PPP/R4NK1 w - - 0 24,a2a3 f6f2 g1h1 f2f1 a1f1 f8f1,818,backRankMate deflection endgame long mate mateIn3
lvcod,8/5pk1/3b2p1/7p/5q2/5N1P/6P1/Q6K b - - 7 44,g7h6 a1h8,820,endgame mate mateIn1 oneMove
mxRAo,2R5/1R2k1r1/p1p5/4bBp1/3rnp2/7P/P1P2PP1/6K1 b - - 0 32,e7f6 c8f8 g7f7 b7f7,821,mate mateIn2 middlegame pillsburysMate short
cA8rG,r3kb1r/4nppp/p3p3/3qP3/Q7/5N2/1P3PPP/R1B2NK1 b kq - 2 17,d5b5 a4b5 a6b5 a1a8,821,crushing discoveredAttack middlegame short
EsrDw,r2q1rk1/pp1n1pb1/2b1p1p1/3p2N1/7Q/1P1P3P/1PP3P1/RNB2RK1 b - - 1 18,g7f6 h4h7,824,mate mateIn1 oneMove opening
Qr8iL,4b3/k7/P6p/2p3p1/2Nb4/1P5P/3KB1P1/8 b - - 6 51,a7a6 c4d6 a6b6 d6e8,825,advantage discoveredAttack discoveredCheck endgame master short
QN9pz,3k4/p1pp4/Bpb5/7p/3B2n1/2P4P/P2K1Pq1/1R2R3 b - - 0 28,g4f2 d4f6,827,mate mateIn1 middlegame oneMove
LRqhD,r3kbnr/pp1n2pp/1qp5/3pp1B1/8/1P2PB2/P1P2PPP/RN1Q1RK1 b kq - 1 10,h7h6 f3h5 g7g6 h5g6,827,doubleBishopMate mate mateIn2 middlegame short
cE3W6,5rk1/p5pp/5q2/4ppr1/3N1Q2/1P2P3/P4PPP/2R2RK1 w - - 0 23,f4h4 g5g2 g1g2 f6h4,828,advantage discoveredAttack kingsideAttack middlegame short
ffMaA,3r1r2/5p1k/p1qppP2/1p4Qp/2P4P/1P1P2P1/P4P1K/R7 b - - 1 27,c6f3 g5g7,828,endgame mate mateIn1 oneMove
fq9nY,r1b1k2r/ppppnppp/8/3P4/4Q2B/3P4/q1PR2PP/4KB1R b Kkq - 0 15,a2d5 e4e7,829,mate mateIn1 middlegame oneMove
OY6aE,4R1k1/3q3p/p4Q1B/1p3p2/8/P2r3P/5PPK/8 b - - 0 33,d7e8 f6g7,829,endgame mate mateIn1 oneMove
8E0A9,6k1/1r1pr2p/3R2p1/3P4/2p5/6BP/5PP1/3R1K2 w - - 2 34,d1d4 b7b1 d4d1 b1d1,830,endgame mate mateIn2 short
0dNss,5r2/6kp/6p1/p1q5/8/PQ6/5PPP/R5K1 w - - 4 34,a1d1 c5f2 g1h1 f2f1 d1f1 f8f1,830,backRankMate endgame long mate mateIn3 sacrifice
EVwVk,1r5k/pp4p1/7p/2p1q3/5NQ1/6R1/P2p2PK/8 b - - 1 42,g7g5 f4g6 h8g7 g6e5,830,crushing endgame fork short
JUfyB,6R1/1p1r3p/p1b2ppk/8/2B5/1PP1Q3/2q2PPP/6K1 b - - 3 31,g6g5 e3h3,831,endgame mate mateIn1 oneMove
52tyX,8/5R2/6k1/8/8/5RKP/8/6q1 w - - 15 70,g3h4 g1g5,831,endgame master mate mateIn1 oneMove queenRookEndgame
E2d6C,r5k1/ppp2pp1/6qp/3N4/3P1QP1/8/PnP4P/4R1K1 b - - 0 22,c7c6 d5e7 g8h7 e7g6,831,crushing endgame fork short
eVAUD,r1b2rk1/5ppp/pqp1p3/8/2P1n3/1N4P1/PP1QPP1P/3RK1NR w K - 3 15,d2c2 b6f2,831,attackingF2F7 mate mateIn1 middlegame oneMove
Ruc39,5k2/R7/4p3/3bP2P/3P1P2/2P5/1K1r4/8 w - - 1 47,b2a3 d2a2 a3b4 a2a7,832,crushing endgame master short skewer
75DpG,6k1/7p/4p1p1/RP6/3Pp3/P3n1P1/3r3P/4K3 w - - 0 42,e1d2 e3c4 d2e2 c4a5,833,advantage endgame fork short
n6olC,7k/6p1/pR2P2p/1b5P/8/P4B2/K2r4/8 w - - 1 51,a2b3 d2d3 b3b2 d3f3,833,crushing endgame fork short
HMIum,8/8/8/6k1/5pn1/3K1R2/8/8 w - - 0 77,d3c4 g4e5 c4c5 e5f3,835,crushing endgame fork master short
BIeHZ,rnbkr3/pppp1p1B/3b2p1/2nP2q1/8/P4N2/1PQ2PPP/RN2R1K1 w - - 0 17,f3g5 e8e1,836,hangingPiece kingsideAttack mate mateIn1 oneMove opening
Ix5Pg,3nk3/1r6/8/3n4/1pRN4/P3P1P1/6K1/8 w - - 1 48,a3b4 d5e3 g2f3 e3c4,837,advantage endgame fork master short
YOT0q,r1br2k1/2q2p1p/5QpB/p2pp3/8/1BP5/2P2PPP/5RK1 b - - 1 23,c7d6 f6g7,838,mate mateIn1 middlegame oneMove
qz5GD,3r2k1/2q2ppp/8/4R3/1P3P2/2pp2P1/P6P/4Q1K1 b - - 1 30,d3d2 e5e8 d8e8 e1e8,840,endgame mate mateIn2 short
cX2fa,1rb2R2/pp2k3/6B1/2p1P3/2Pn3P/3P2P1/PP4K1/8 w - - 1 39,f8g8 c8h3 g2h3 b8g8,841,advantage discoveredAttack endgame short
1QCBm,8/6p1/3k4/4bQ2/6P1/4PP2/P2q4/5R1K w - - 5 37,f1b1 d2h2,841,endgame mate mateIn1 oneMove
ZnD57,r2q1rk1/p1p2pp1/3b4/Q2bp1p1/4N3/3P4/PPP2PPP/R1B1K2R w KQ - 9 15,a5d5 d6b4 c2c3 d8d5,841,crushing discoveredAttack middlegame short
rDACn,4r3/pkp3b1/1p6/3R2B1/6P1/5P2/PPb2K1P/8 b - - 2 31,c7c5 d5d7 b7c6 d7g7,841,advantage endgame fork short
83aHZ,8/2R2pkp/3r2p1/p3R3/2P4P/6n1/PPP5/2K5 w - - 0 31,e5a5 g3e2 c1b1 d6d1,845,backRankMate endgame mate mateIn2 short
KE9uE,r1bq1rk1/bpp1np1p/3p3p/1P2p3/2B1P3/1QPP1N2/3N1PPP/R3K2R b KQ - 1 12,a7f2 e1f2 a8a1 h1a1,845,advantage hangingPiece middlegame short
ztCop,r5kr/pp2pp1p/2nb2pB/1B6/8/7P/5PP1/1R4K1 b - - 0 21,f7f6 b5c4 e7e6 c4e6,847,bodenMate mate mateIn2 middlegame short
P2Xxw,6k1/5pp1/2p4p/3p3q/6n1/2N5/PPP1Q1P1/3R3K w - - 1 25,h1g1 h5h2 g1f1 h2h1,848,endgame mate mateIn2 short
WJlGa,5rk1/3r1ppp/p1R1p3/3pPn2/1P1b1B2/P4N2/5PPP/5RK1 w - - 3 25,f3d4 f5d4 c6a6 d4e2 g1h1 e2f4,848,crushing fork long middlegame
BVAcw,1k1r1Q2/ppp3pp/q2b3n/3N4/4R3/8/PPP3PP/5R1K b - - 0 22,d8f8 f1f8 d6f8 e4e8,849,mate mateIn2 middlegame short
EXjKE,5r1k/pp5p/1bpp3P/4pr2/1PP3Q1/P2qP1P1/R4PK1/5R2 b - - 0 24,b6e3 g4g7,849,mate mateIn1 middlegame oneMove
h67ZV,1r5r/k1p2pp1/p1Pp1q1p/Pp1p4/1P1N4/4QP1P/5P2/4RK2 b - - 7 28,g7g5 d4b5 a7a8 b5c7,849,discoveredCheck doubleCheck endgame mate mateIn2 short
XSEeN,6k1/8/7p/3N1p2/1R4p1/1P4PK/1b3r1P/8 w - - 0 40,h3h4 f2h2,850,endgame mate mateIn1 oneMove
fWKir,2r2r1k/pq1B3p/1p4p1/6P1/3Pp3/P6Q/1Pn1K1P1/3R3R b - - 1 26,c8c7 h3h7,851,kingsideAttack master mate mateIn1 middlegame oneMove
BbBXT,8/5p1k/6pp/p2qP3/3nNP2/4Q2P/6PK/8 b - - 4 38,d4f5 e4f6 h7g7 f6d5 f5e3 d5e3,856,crushing endgame fork long
52Tm2,8/5pp1/3R4/p2PrPP1/Pr2PK2/3k4/8/8 w - - 0 58,f4e5 b4e4,858,endgame epauletteMate mate mateIn1 oneMove rookEndgame
xph7q,8/4kpp1/Rp4r1/1P6/6P1/5K2/8/8 b - - 2 36,e7f6 a6b6 f6e5 b6g6,859,crushing deflection endgame rookEndgame short
lVxKV,2q3k1/pp6/8/5p2/3Q4/P3PN2/3K2r1/7R w - - 2 42,d2d3 c8c2,859,endgame mate mateIn1 oneMove
EZtYz,2br1k2/1q4nQ/1p1p1p2/1P1PpN1B/2P5/8/5PPP/R5K1 b - - 0 31,c8f5 h7h8 f8e7 h8g7,860,deflection interference mate mateIn2 middlegame short
fXY3q,8/8/4p1p1/R1b1k3/6P1/1PP1P2r/P3K3/8 b - - 0 31,h3e3 e2d2 e5f4 a5c5,861,advantage defensiveMove endgame pin short
H5OnV,r4k2/2R4R/6p1/pb4p1/1p4P1/1K5P/PP3r2/8 b - - 3 41,f2f4 h7h8,861,endgame mate mateIn1 oneMove
g6jDj,rn2k2r/p1pp1p2/1p2p3/4P1qp/3PP2n/BBP5/P1P4P/R2Q1RK1 w kq - 1 16,g1h1 g5g2,862,master mate mateIn1 middlegame oneMove
Jpgc6,4r3/p6k/3P3p/1P6/P1Q5/4b1p1/1B2Kq2/R3R3 w - - 3 39,e2d3 f2d2,862,master mate mateIn1 middlegame oneMove
YyvvV,r5k1/4Qpp1/1q2p2p/3pP3/2b5/P1N4P/1r1N1PP1/R1R3K1 w - - 7 27,d2c4 b6f2 g1h2 f2g2,863,kingsideAttack mate mateIn2 middlegame short
g33wy,8/8/8/8/4N3/6Pp/6rP/1k5K b - - 5 61,g2e2 e4c3 b1c2 c3e2,864,crushing endgame fork short
E9PWX,6QR/5pp1/p2r1qk1/1p1p2p1/2pP4/P1P4P/1P3PP1/6K1 b - - 3 41,d6e6 g8h7,864,endgame mate mateIn1 oneMove
xtyKc,r1bqkb1r/3nnppp/p2p4/3Pp3/Pp2N3/4BN2/1PP2PPP/R2QKB1R b KQkq - 1 10,a6a5 e4d6,864,mate mateIn1 oneMove opening smotheredMate
4U7xc,r2q1rk1/p1pnbp2/1p1pp1pQ/6P1/3PB3/2P1P3/PP1N1PP1/2K4R b - - 5 18,e7g5 h6h7,865,mate mateIn1 middlegame oneMove
33mkk,5k2/b4pp1/p2np2p/1p2N3/1P6/P3P3/4NPPP/6K1 b - - 6 28,a7b8 e5d7 f8e8 d7b8,866,crushing endgame fork short
ZzILZ,2b1r1k1/p4ppp/2p1p3/1r6/4B3/2P3P1/P3PP1P/3R1RK1 b - - 0 19,f7f5 e4c6 b5c5 c6e8,866,crushing endgame fork short
IwFHy,4r1k1/2R5/2p4p/3b1p2/1B1P3R/P1K1P3/6rP/8 w - - 12 42,h4h6 e8e3,867,endgame mate mateIn1 oneMove pillsburysMate
XRuDB,r1q1r1Qk/p2n2bp/2pP2pN/1p2Pp2/1P6/P6P/1B4PK/4RR2 b - - 9 32,e8g8 h6f7,869,mate mateIn1 middlegame oneMove smotheredMate
DnIIq,4r1k1/1p3ppp/p7/2p5/5bn1/2N5/PP1P1PPP/R1B2K2 w - - 0 19,h2h3 g4h2 f1g1 e8e1,870,endgame mate mateIn2 short
ljgQB,4rb1r/pB6/6k1/5b1p/8/1PP2PP1/1P2K1P1/R6R w - - 1 24,e2f2 f8c5 f2f1 f5d3,870,mate mateIn2 middlegame morphysMate short
rcsbK,3r3k/5R1P/7P/p1p1P3/1p3N2/3p4/r7/3K4 b - - 1 41,c5c4 f4g6,871,endgame mate mateIn1 oneMove
L6JQW,r6k/p2R1pp1/2p2q1p/1p6/1P2p3/4P1BQ/P4PPP/6K1 w - - 1 31,d7d6 f6a1 d6d1 a1d1,875,backRankMate endgame mate mateIn2 short
nb6bn,6k1/5p1p/p2q2p1/1p1p2r1/3QrP2/2PB3P/PP5K/7R w - - 1 29,d3e4 d6f4,877,endgame master mate mateIn1 oneMove
yOd2z,r2rn1k1/1q3pb1/3p2pp/2PN4/2nNPBPP/P5Q1/2P2P2/2KR3R w - - 1 27,c5c6 b7b2,879,master mate mateIn1 middlegame oneMove
gSaIZ,4r1rk/7p/p7/2BN4/2PR3q/1P4pP/P3n1Q1/7K b - - 0 33,h4h3 g2h3 g3g2 h3g2 g8g2 h1g2,879,advantage hangingPiece long master middlegame
iJ2ZZ,8/8/8/1pKN2k1/8/P7/8/5b2 b - - 5 67,g5f5 d5e3 f5e4 e3f1,880,crushing endgame fork master short
MdLjk,4rrkR/4q1p1/pp6/2pnppN1/PP1p4/3P1P2/2P3PP/1R2Q1K1 b - - 2 28,g8h8 e1h4 h8g8 h4h7,881,kingsideAttack mate mateIn2 middlegame short
kv8Qr,r1bqkb1r/pp1n1ppp/2n1p3/2p1P3/P1BpNP2/5N2/1PPP2PP/R1BQK2R b KQkq - 2 8,c6e7 e4d6,884,master mate mateIn1 oneMove opening smotheredMate
8B4PW,6k1/5rp1/1p5p/2bQ4/P7/1P2p3/6K1/8 b - - 0 43,g8f8 d5d8,885,endgame mate mateIn1 oneMove
Yv5LY,3R4/pp3ppk/7p/5Q2/8/PP4P1/r4PKP/2q5 b - - 4 33,g7g6 f5f7,886,endgame mate mateIn1 oneMove
kWAvA,5b1k/8/R7/1p4p1/2P1Nr1p/1P6/1P4PP/6K1 w - - 1 36,e4g5 f8c5 g1h1 f4f1,886,backRankMate endgame mate mateIn2 short
CNSVT,5rk1/6p1/4Q1p1/3pP3/2p2q1p/6R1/r5PK/8 b - - 0 36,g8h7 e6g6 h7h8 g6g7,887,endgame mate mateIn2 short
qtTAC,8/4P3/8/r7/8/p2k3P/Q1p3PK/8 w - - 0 47,a2d5 a5d5 e7e8q c2c1q,888,advancedPawn crushing endgame hangingPiece master promotion short
WwU6G,6k1/1R6/2Rb2p1/4r1P1/8/3K4/5P2/7r w - - 5 56,c6d6 h1d1 d3c2 d1d6,888,crushing endgame master rookEndgame short skewer
66aTg,2kr1b1r/ppp2ppp/5n2/8/6b1/2P1Q3/PP3PBP/RNB1KR2 w Q - 1 13,g2h3 d8d1,889,mate mateIn1 oneMove opening
OavNX,8/1p6/4k1p1/p6p/8/1r6/3RK1BP/8 b - - 2 54,a5a4 g2d5 e6e5 d5b3,890,crushing endgame fork short
0680n,8/pp2k1R1/2r1P3/5P2/3K4/P7/r1p3P1/8 b - - 0 42,e7d6 g7d7,891,endgame epauletteMate mate mateIn1 oneMove rookEndgame
zZ96D,r1br3k/p1p2p1p/np6/8/4Bp1N/P1P5/2P2P1P/2KR2R1 b - - 1 18,a8b8 d1d8,891,hangingPiece mate mateIn1 middlegame oneMove
n3isg,3rkb1r/p4pp1/7p/1pp1pP2/3nP3/P1Q4P/1PP3P1/R3K2R w KQk e6 0 21,e1g1 d4e2 g1h2 e2c3,893,crushing fork middlegame short
pVeH4,r1br2k1/pp2qppp/5b2/4p3/2NnQ3/1P1B1NP1/P5KP/2R4R b - - 5 21,d4f3 e4h7 g8f8 h7h8,895,kingsideAttack mate mateIn2 middlegame short
q7u3u,6k1/pp1q1p1p/4r1p1/5p2/8/1P6/PQ3PPP/4R1K1 w - - 0 27,e1e6 d7d1 e6e1 d1e1,895,endgame mate mateIn2 short
1QSrb,r7/ppp1q1kp/3p1rb1/6Q1/P2P4/2N4P/1PP3P1/R4RK1 w - - 1 21,a1e1 f6f1 e1f1 e7g5,896,crushing discoveredAttack kingsideAttack middlegame short
5b6Kv,3R4/1B4pk/pB4pp/1b6/8/P4nPP/1P2r1PK/8 w - - 1 38,h2h1 e2e1 b6g1 e1g1,897,arabianMate endgame mate mateIn2 short
OMOeO,8/2p2kp1/1p2p1q1/3r1p1p/4bP2/2P1P2P/P2R2PK/4Q1B1 w - - 0 31,d2d5 g6g2,897,endgame mate mateIn1 oneMove
5yp8N,6k1/5Ppb/q1p5/1pPpN3/1P1Pn1Bb/4P2P/1r6/5RK1 b - - 0 28,g8f8 e5d7 f8e7 f7f8q,902,advancedPawn mate mateIn2 middlegame promotion short
aJgUC,2r1kb1r/5ppp/p3p3/1p2P3/5Bn1/N4QPq/PP3P1P/R4RK1 w k - 1 18,a1c1 h3h2,903,kingsideAttack mate mateIn1 middlegame oneMove
KirZv,5rk1/p4pp1/bp2p3/6P1/3B4/2P2B1q/PPQ4R/6K1 b - - 0 34,h3f3 c2h7,903,endgame master mate mateIn1 oneMove
VJeTW,r7/4RR2/r5k1/4pPp1/1pn5/5KP1/1P4P1/8 b - - 0 44,g6h6 f7h7,904,endgame master mate mateIn1 oneMove
m5spx,r6k/1p5p/p1q3p1/4R3/4Nn2/1P5P/P4PP1/3Q1RK1 w - - 1 35,d1d4 f4e2 g1h2 e2d4,904,advantage fork middlegame short
Frk4h,rnb1kbnr/ppp2ppp/8/8/Q1Bq1P2/8/PP1P2PP/RNB1K1NR b KQkq - 2 6,c8d7 c4f7 e8f7 a4d4,905,advantage attackingF2F7 discoveredAttack opening short
UgBTc,r1b2b1r/4k3/p3pnB1/q1Pn2pp/1P2P3/B1N5/5PPP/R2QK2R b KQ - 0 18,d5c3 d1d6,906,mate mateIn1 middlegame oneMove
7cbM9,6k1/2r3p1/1p1bpqB1/p2b3Q/1n6/7R/1P3PPP/5RK1 b - - 11 33,g8f8 h5h8 f8e7 h8e8,906,mate mateIn2 middlegame short
cBym3,r1b1k2r/ppp3p1/7p/b1n1qp2/8/2P5/PP1NNPPP/R2QKB1R w KQkq - 2 13,b2b4 c5d3,908,mate mateIn1 oneMove opening smotheredMate
0Svhq,k4r1r/1pn5/p1p5/2Pp1q2/PP1PpP2/1QB3pP/1R4P1/1K3R2 w - - 1 36,c3d2 e4e3 b1a1 e3d2,908,advancedPawn advantage discoveredAttack discoveredCheck master middlegame queensideAttack short
VGSto,8/2kr1p1R/p1p5/8/2P5/1P6/r6P/4R2K w - - 0 34,e1e8 d7d1 e8e1 d1e1,908,endgame mate mateIn2 rookEndgame short
yQtyI,8/8/5R1p/4r1pk/8/7P/5KP1/8 b - - 1 64,e5a5 g2g4 h5h4 f6h6,909,deflection endgame mate mateIn2 rookEndgame short
dDOx7,5r1k/1p4pp/3r4/p3p3/4Q3/2P5/PP3qPP/3RR2K w - - 0 29,d1d6 f2f1 e1f1 f8f1,910,backRankMate endgame mate mateIn2 sacrifice short
FjT89,r1b3kr/pppp2p1/3b3p/8/3QN2q/5n2/PPP2PPP/RNB2RK1 w - - 4 13,g2f3 h4h2,911,kingsideAttack mate mateIn1 oneMove opening
4wIjh,2r1r1k1/6pp/4Np2/pp1pB3/3P2Q1/4q3/P5PP/5R1K b - - 3 30,c8c1 g4g7,912,mate mateIn1 middlegame oneMove
DR5ye,r1b2Rk1/pp2q3/n1p1p1BQ/3pP3/3P3b/2N4r/PPPK4/8 b - - 1 30,e7f8 h6h7,912,mate mateIn1 middlegame oneMove
85nrg,1k4r1/pp6/4q3/4P2p/8/5P1P/PP4N1/R1B2R1K w - - 0 28,c1f4 e6h3 h1g1 h3g2,912,endgame mate mateIn2 short
irypK,r2qkb1r/1p1npppp/p2p4/1n1N4/P1Q1P3/8/1PPB1PPP/R3K2R b KQkq - 0 15,b5a7 d5c7 d8c7 c4c7,914,crushing fork middlegame short
IVvup,5r1k/2p3rp/p1P5/1P1p4/P2NpPn1/4P3/6P1/R2QRK1q w - - 1 33,f1e2 h1g2,915,mate mateIn1 middlegame oneMove
u36w6,r1b2rk1/pp3ppp/2n5/q3p1N1/2B5/8/PPQ2PPP/R4RK1 b - - 1 16,c6d4 c2h7,916,kingsideAttack mate mateIn1 middlegame oneMove
6cXb1,rn2k2r/ppb1q3/2p1p3/3pP1p1/PP1P2Pn/2P5/4BQ2/RNB2RK1 w kq - 2 20,c1g5 e7g5 f2f7 e8d8 f7f6 g5f6,917,advantage hangingPiece long middlegame
k3Irl,r3r1k1/ppp1qppp/4b3/4N3/4Pn2/2QB4/PPP3PP/1K1R1R2 b - - 5 18,e6a2 b1a2 e7e5 c3e5 e8e5 f1f4,917,advantage capturingDefender hangingPiece long middlegame
mb9He,r1bq1rk1/ppp1npp1/2n5/4P1NQ/1b6/2N5/PPP2PPP/R1B1K2R b KQ - 3 11,e7g6 h5h7,918,mate mateIn1 oneMove opening
R99Ql,8/2q3k1/P4ppb/4p3/2b1P2P/4BBP1/4Q1K1/8 w - - 0 54,e2c2 c4f1 g2f1 c7c2,919,crushing discoveredAttack endgame master short
dIIRZ,8/N7/p5p1/4k3/4n3/P4R2/r5KP/8 w - - 4 44,g2h3 e4g5 h3g3 g5f3,920,crushing endgame fork short
lIwjL,6r1/1pk5/p2p4/2p2r2/P3Q2P/3P3K/1P6/8 b - - 6 43,f5e5 e4h7 c7c6 h7g8,921,advantage endgame fork queenRookEndgame short
